3.068796,2.855856,4.354218,3.183456,3.37674,3.701065,3.687961,4.192465,
3.052416,2.826372,4.854218,3.140868,3.380017,3.651925,3.723997,4.231777,
3.334152,2.898444,3.124488,3.291564,3.468468,3.665029,3.730549,4.434889,
3.271908,2.872236,3.203112,3.370188,3.416052,3.684685,3.763309,4.428338,
