60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,64.0,74.0,76.0,84.0,86.0,88.0,70.0,60.0,60.0,60.0,74.0,80.0,86.0,92.0,100.0,100.0,90.0,80.0,88.0,100.0,112.0,116.0,98.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,84.0,80.0,118.0,120.0,120.0,120.0,120.0,118.0,78.0,62.0,60.0,60.0,62.0,78.0,92.0,62.0
50.0,50.0,40.0,40.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,52.0,60.0,60.0,60.0,50.0,40.0,40.0,40.0,54.0,60.0,60.0,74.0,80.0,82.0,68.0,60.0,62.0,80.0,88.0,90.0,88.0,88.0,90.0,90.0,100.0,114.0,106.0,108.0,56.0,60.0,98.0,102.0,98.0,120.0,110.0,104.0,54.0,42.0,40.0,40.0,42.0,62.0,62.0
80.0,72.0,66.0,74.0,60.0,60.0,60.0,52.0,46.0,60.0,60.0,60.0,50.0,42.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,48.0,50.0,54.0,60.0,60.0,58.0,40.0,40.0,54.0,60.0,64.0,80.0,104.0,120.0,120.0,88.0,66.0,76.0,96.0,96.0,94.0,94.0,86.0,92.0,94.0,108.0,120.0,120.0,120.0,72.0,72.0,118.0,120.0,120.0,120.0,114.0,120.0,88.0,66.0,52.0,42.0,46.0,60.0,60.0,54.0
30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,30.0,30.0,30.0,30.0,34.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,60.0,60.0,62.0,72.0,78.0,50.0,34.0,40.0,40.0,42.0,48.0,62.0,78.0,80.0,90.0,64.0,44.0,72.0,96.0,110.0,96.0,112.0,106.0,106.0,108.0,118.0,118.0,120.0,118.0,38.0,66.0,104.0,104.0,102.0,114.0,108.0,106.0,44.0,32.0,40.0,40.0,42.0,74.0,56.0
